target_chembl_ID,organism,tax_id,pref_name,component_synonym
CHEMBL1907589,Homo sapiens,9606,Neuronal acetylcholine receptor; alpha4/beta2,CHRNB2
CHEMBL1907589,Homo sapiens,9606,Neuronal acetylcholine receptor; alpha4/beta2,CHRNA4
CHEMBL1907594,Homo sapiens,9606,Neuronal acetylcholine receptor; alpha3/beta4,CHRNB4
CHEMBL1907594,Homo sapiens,9606,Neuronal acetylcholine receptor; alpha3/beta4,CHRNA3
CHEMBL1907598,Homo sapiens,9606,Integrin alpha-V/beta-3,ITGB3
CHEMBL1907598,Homo sapiens,9606,Integrin alpha-V/beta-3,ITGAV
CHEMBL1907599,Homo sapiens,9606,Integrin alpha-4/beta-1,ITGB1
CHEMBL1907599,Homo sapiens,9606,Integrin alpha-4/beta-1,ITGA4
CHEMBL1907601,Homo sapiens,9606,Cyclin-dependent kinase 4/cyclin D1,CDK4
CHEMBL1907601,Homo sapiens,9606,Cyclin-dependent kinase 4/cyclin D1,CCND1
CHEMBL1907603,Homo sapiens,9606,Glutamate NMDA receptor; GRIN1/GRIN2B,GRIN1
CHEMBL1907603,Homo sapiens,9606,Glutamate NMDA receptor; GRIN1/GRIN2B,GRIN2B
CHEMBL1907606,Homo sapiens,9606,Mitogen-activated protein kinase; ERK1/ERK2,MAPK3
CHEMBL1907606,Homo sapiens,9606,Mitogen-activated protein kinase; ERK1/ERK2,MAPK1
CHEMBL1907611,Homo sapiens,9606,Tumour suppressor p53/oncoprotein Mdm2,TP53
CHEMBL1907611,Homo sapiens,9606,Tumour suppressor p53/oncoprotein Mdm2,MDM2
CHEMBL1908389,Homo sapiens,9606,Mitogen-activated protein kinase kinase kinase 12,MAP3K12
CHEMBL1909490,Homo sapiens,9606,Interleukin-1 beta,IL1B
CHEMBL1914276,Homo sapiens,9606,Inward rectifier potassium channel 2,KCNJ2
CHEMBL1932894,Influenza A virus,11320,Matrix protein 2,M
CHEMBL1938222,Homo sapiens,9606,1-phosphatidylinositol 3-phosphate 5-kinase,PIKFYVE
CHEMBL2007625,Homo sapiens,9606,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1
CHEMBL2010624,Homo sapiens,9606,Thioredoxin,TXN
CHEMBL2021748,Homo sapiens,9606,von Willebrand factor,VWF
CHEMBL2028641,Influenza B virus (B/Lee/40),107412,Polymerase acidic protein,PA
CHEMBL2046267,Homo sapiens,9606,Anoctamin-1,ANO1
CHEMBL2062356,Homo sapiens,9606,ADM,ADM
CHEMBL2069156,Homo sapiens,9606,Kelch-like ECH-associated protein 1,KEAP1
CHEMBL2073677,Homo sapiens,9606,Solute carrier family 22 member 11,SLC22A11
CHEMBL2093861,Homo sapiens,9606,Menin/Histone-lysine N-methyltransferase MLL,MEN1
CHEMBL2093861,Homo sapiens,9606,Menin/Histone-lysine N-methyltransferase MLL,KMT2A
CHEMBL2093863,Homo sapiens,9606,Phosphodiesterase 4,PDE4A
CHEMBL2093863,Homo sapiens,9606,Phosphodiesterase 4,PDE4D
CHEMBL2093863,Homo sapiens,9606,Phosphodiesterase 4,PDE4B
CHEMBL2093863,Homo sapiens,9606,Phosphodiesterase 4,PDE4C
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC1
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC3
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC6
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC2
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC5
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC7
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC8
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC11
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC4
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC9
CHEMBL2093865,Homo sapiens,9606,Histone deacetylase,HDAC10
CHEMBL2093866,Homo sapiens,9606,Estrogen receptor,ESR2
CHEMBL2093866,Homo sapiens,9606,Estrogen receptor,ESR1
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKD3
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKCI
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKCA
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKCG
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKCD
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKCB
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKCZ
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKCE
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKCH
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKD1
CHEMBL2093867,Homo sapiens,9606,Protein kinase C (PKC),PRKCQ
CHEMBL2093869,Homo sapiens,9606,Integrin alpha-IIb/beta-3,ITGB3
CHEMBL2093869,Homo sapiens,9606,Integrin alpha-IIb/beta-3,ITGA2B
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRA1
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRB2
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRG2
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRB3
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRA4
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRG3
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRQ
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRA3
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRP
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRD
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRG1
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRB1
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRE
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRA2
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRA5
CHEMBL2093872,Homo sapiens,9606,GABA-A receptor; anion channel,GABRA6
CHEMBL2094108,Homo sapiens,9606,Protein farnesyltransferase,FNTA
CHEMBL2094108,Homo sapiens,9606,Protein farnesyltransferase,FNTB
CHEMBL2094109,Homo sapiens,9606,Muscarinic acetylcholine receptor,CHRM3
CHEMBL2094109,Homo sapiens,9606,Muscarinic acetylcholine receptor,CHRM4
CHEMBL2094109,Homo sapiens,9606,Muscarinic acetylcholine receptor,CHRM1
CHEMBL2094109,Homo sapiens,9606,Muscarinic acetylcholine receptor,CHRM2
CHEMBL2094109,Homo sapiens,9606,Muscarinic acetylcholine receptor,CHRM5
CHEMBL2094118,Homo sapiens,9606,Adrenergic receptor beta,ADRB1
CHEMBL2094118,Homo sapiens,9606,Adrenergic receptor beta,ADRB2
CHEMBL2094118,Homo sapiens,9606,Adrenergic receptor beta,ADRB3
CHEMBL2094124,Homo sapiens,9606,Glutamate [NMDA] receptor,GRIN1
CHEMBL2094124,Homo sapiens,9606,Glutamate [NMDA] receptor,GRIN2A
CHEMBL2094124,Homo sapiens,9606,Glutamate [NMDA] receptor,GRIN2B
CHEMBL2094124,Homo sapiens,9606,Glutamate [NMDA] receptor,GRIN2D
CHEMBL2094124,Homo sapiens,9606,Glutamate [NMDA] receptor,GRIN3B
CHEMBL2094124,Homo sapiens,9606,Glutamate [NMDA] receptor,GRIN2C
CHEMBL2094124,Homo sapiens,9606,Glutamate [NMDA] receptor,GRIN3A
CHEMBL2094125,Homo sapiens,9606,Phosphodiesterase 3,PDE3A
CHEMBL2094125,Homo sapiens,9606,Phosphodiesterase 3,PDE3B
CHEMBL2094132,Homo sapiens,9606,Serotonin 3 (5-HT3) receptor,HTR3A
CHEMBL2094132,Homo sapiens,9606,Serotonin 3 (5-HT3) receptor,HTR3E
CHEMBL2094132,Homo sapiens,9606,Serotonin 3 (5-HT3) receptor,HTR3B
CHEMBL2094132,Homo sapiens,9606,Serotonin 3 (5-HT3) receptor,HTR3D
CHEMBL2094132,Homo sapiens,9606,Serotonin 3 (5-HT3) receptor,HTR3C
CHEMBL2094135,Homo sapiens,9606,Gamma-secretase,APH1A
CHEMBL2094135,Homo sapiens,9606,Gamma-secretase,PSENEN
CHEMBL2094135,Homo sapiens,9606,Gamma-secretase,APH1B
CHEMBL2094135,Homo sapiens,9606,Gamma-secretase,PSEN1
CHEMBL2094135,Homo sapiens,9606,Gamma-secretase,NCSTN
CHEMBL2094135,Homo sapiens,9606,Gamma-secretase,PSEN2
CHEMBL2094138,Homo sapiens,9606,cAMP-dependent protein kinase (PKA),PRKACB
CHEMBL2094138,Homo sapiens,9606,cAMP-dependent protein kinase (PKA),PRKACA
CHEMBL2094138,Homo sapiens,9606,cAMP-dependent protein kinase (PKA),PRKACG
CHEMBL2094251,Homo sapiens,9606,Adrenergic receptor alpha-1,ADRA1A
CHEMBL2094251,Homo sapiens,9606,Adrenergic receptor alpha-1,ADRA1D
CHEMBL2094251,Homo sapiens,9606,Adrenergic receptor alpha-1,ADRA1B
CHEMBL2094253,Homo sapiens,9606,Cyclooxygenase,PTGS2
CHEMBL2094253,Homo sapiens,9606,Cyclooxygenase,PTGS1
CHEMBL2094255,Homo sapiens,9606,DNA topoisomerase II,TOP2A
CHEMBL2094255,Homo sapiens,9606,DNA topoisomerase II,TOP2B
CHEMBL2094257,Homo sapiens,9606,Adenosine A2 receptor,ADORA2B
CHEMBL2094257,Homo sapiens,9606,Adenosine A2 receptor,ADORA2A
CHEMBL2094258,Homo sapiens,9606,Nuclear factor NF-kappa-B complex,NFKB2
CHEMBL2094258,Homo sapiens,9606,Nuclear factor NF-kappa-B complex,NFKB1
CHEMBL2094258,Homo sapiens,9606,Nuclear factor NF-kappa-B complex,RELA
CHEMBL2094268,Homo sapiens,9606,Melatonin receptor,MTNR1A
CHEMBL2094268,Homo sapiens,9606,Melatonin receptor,MTNR1B
CHEMBL2095152,Homo sapiens,9606,Sulfonylurea receptors; K-ATP channels,KCNJ11
CHEMBL2095152,Homo sapiens,9606,Sulfonylurea receptors; K-ATP channels,ABCC9
CHEMBL2095152,Homo sapiens,9606,Sulfonylurea receptors; K-ATP channels,ABCC8
CHEMBL2095152,Homo sapiens,9606,Sulfonylurea receptors; K-ATP channels,KCNJ8
CHEMBL2095158,Homo sapiens,9606,Adrenergic receptor alpha-2,ADRA2A
CHEMBL2095158,Homo sapiens,9606,Adrenergic receptor alpha-2,ADRA2C
CHEMBL2095158,Homo sapiens,9606,Adrenergic receptor alpha-2,ADRA2B
CHEMBL2095160,Homo sapiens,9606,Leukotriene B4 receptor,LTB4R2
CHEMBL2095160,Homo sapiens,9606,Leukotriene B4 receptor,LTB4R
CHEMBL2095165,Homo sapiens,9606,Heat shock protein HSP90,HSP90AA1
CHEMBL2095165,Homo sapiens,9606,Heat shock protein HSP90,HSP90AB1
CHEMBL2095168,Homo sapiens,9606,Hemoglobin HbA,HBA1
CHEMBL2095168,Homo sapiens,9606,Hemoglobin HbA,HBA2
CHEMBL2095168,Homo sapiens,9606,Hemoglobin HbA,HBB
CHEMBL2095169,Homo sapiens,9606,Dopamine receptors; D2 & D3,DRD2
CHEMBL2095169,Homo sapiens,9606,Dopamine receptors; D2 & D3,DRD3
CHEMBL2095173,Homo sapiens,9606,Potassium-transporting ATPase,ATP4A
CHEMBL2095173,Homo sapiens,9606,Potassium-transporting ATPase,ATP4B
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA2
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA7
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA1
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA3
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA6
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA12
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA14
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA9
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA4
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA13
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA5B
CHEMBL2095180,Homo sapiens,9606,Carbonic anhydrase,CA5A
CHEMBL2095181,Homo sapiens,9606,Opioid receptors; mu/kappa/delta,OPRK1
CHEMBL2095181,Homo sapiens,9606,Opioid receptors; mu/kappa/delta,OPRD1
CHEMBL2095181,Homo sapiens,9606,Opioid receptors; mu/kappa/delta,OPRM1
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBB4B
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBB1
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBA3C
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBA4A
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBB3
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBA1A
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBB4A
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBB8
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBB
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBA1B
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBA1C
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBA3E
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBB2A
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBB2B
CHEMBL2095182,Homo sapiens,9606,Tubulin,TUBB6
CHEMBL2095184,Homo sapiens,9606,Integrin alpha-4/beta-7,ITGA4
CHEMBL2095184,Homo sapiens,9606,Integrin alpha-4/beta-7,ITGB7
CHEMBL2095185,Homo sapiens,9606,Cholecystokinin receptor,CCKBR
CHEMBL2095185,Homo sapiens,9606,Cholecystokinin receptor,CCKAR
CHEMBL2095186,Homo sapiens,9606,Sodium/potassium-transporting ATPase,ATP1A1
CHEMBL2095186,Homo sapiens,9606,Sodium/potassium-transporting ATPase,ATP1B2
CHEMBL2095186,Homo sapiens,9606,Sodium/potassium-transporting ATPase,ATP1B1
CHEMBL2095186,Homo sapiens,9606,Sodium/potassium-transporting ATPase,ATP1A2
CHEMBL2095186,Homo sapiens,9606,Sodium/potassium-transporting ATPase,ATP1B3
CHEMBL2095186,Homo sapiens,9606,Sodium/potassium-transporting ATPase,ATP1A3
CHEMBL2095186,Homo sapiens,9606,Sodium/potassium-transporting ATPase,ATP1A4
CHEMBL2095186,Homo sapiens,9606,Sodium/potassium-transporting ATPase,FXYD2
CHEMBL2095188,Homo sapiens,9606,Glycogen synthase kinase-3,GSK3A
CHEMBL2095188,Homo sapiens,9606,Glycogen synthase kinase-3,GSK3B
CHEMBL2095189,Homo sapiens,9606,Platelet-derived growth factor receptor,PDGFRB
CHEMBL2095189,Homo sapiens,9606,Platelet-derived growth factor receptor,PDGFRA
CHEMBL2095198,Homo sapiens,9606,"Sulfonylurea receptor 2, Kir6.2",KCNJ11
CHEMBL2095198,Homo sapiens,9606,"Sulfonylurea receptor 2, Kir6.2",ABCC9
CHEMBL2095200,Homo sapiens,9606,Serotonin 2 (5-HT2) receptor,HTR2B
CHEMBL2095200,Homo sapiens,9606,Serotonin 2 (5-HT2) receptor,HTR2A
CHEMBL2095200,Homo sapiens,9606,Serotonin 2 (5-HT2) receptor,HTR2C
CHEMBL2095202,Homo sapiens,9606,"Troponin, cardiac muscle",TNNC1
CHEMBL2095202,Homo sapiens,9606,"Troponin, cardiac muscle",TNNI3
CHEMBL2095202,Homo sapiens,9606,"Troponin, cardiac muscle",TNNT2
CHEMBL2095203,Homo sapiens,9606,Adrenergic receptor alpha,ADRA1A
CHEMBL2095203,Homo sapiens,9606,Adrenergic receptor alpha,ADRA2A
CHEMBL2095203,Homo sapiens,9606,Adrenergic receptor alpha,ADRA2C
CHEMBL2095203,Homo sapiens,9606,Adrenergic receptor alpha,ADRA1D
CHEMBL2095203,Homo sapiens,9606,Adrenergic receptor alpha,ADRA1B
CHEMBL2095203,Homo sapiens,9606,Adrenergic receptor alpha,ADRA2B
CHEMBL2095205,Homo sapiens,9606,Monoamine oxidase,MAOA
CHEMBL2095205,Homo sapiens,9606,Monoamine oxidase,MAOB
CHEMBL2095215,Homo sapiens,9606,Ribonucleoside-diphosphate reductase RR1,RRM1
CHEMBL2095215,Homo sapiens,9606,Ribonucleoside-diphosphate reductase RR1,RRM2B
CHEMBL2095215,Homo sapiens,9606,Ribonucleoside-diphosphate reductase RR1,RRM2
CHEMBL2095217,Homo sapiens,9606,Fibroblast growth factor receptor,FGFR3
CHEMBL2095217,Homo sapiens,9606,Fibroblast growth factor receptor,FGFR1
CHEMBL2095217,Homo sapiens,9606,Fibroblast growth factor receptor,FGFR4
CHEMBL2095217,Homo sapiens,9606,Fibroblast growth factor receptor,FGFR2
CHEMBL2095226,Homo sapiens,9606,Integrin alpha-5/beta-1,ITGB1
CHEMBL2095226,Homo sapiens,9606,Integrin alpha-5/beta-1,ITGA5
CHEMBL2095227,Homo sapiens,9606,Vascular endothelial growth factor receptor,FLT1
CHEMBL2095227,Homo sapiens,9606,Vascular endothelial growth factor receptor,FLT4
CHEMBL2095227,Homo sapiens,9606,Vascular endothelial growth factor receptor,KDR
CHEMBL2095229,Homo sapiens,9606,Voltage-gated L-type calcium channel,CACNA1C
CHEMBL2095229,Homo sapiens,9606,Voltage-gated L-type calcium channel,CACNA1S
CHEMBL2095229,Homo sapiens,9606,Voltage-gated L-type calcium channel,CACNA1D
CHEMBL2095229,Homo sapiens,9606,Voltage-gated L-type calcium channel,CACNA1F
CHEMBL2095231,Hepatitis C virus,11103,"Hepatitis C virus serine protease, NS3/NS4A",NS4A
CHEMBL2095231,Hepatitis C virus,11103,"Hepatitis C virus serine protease, NS3/NS4A",NS3
CHEMBL2095233,Homo sapiens,9606,Cholinesterases; ACHE & BCHE,BCHE
CHEMBL2095233,Homo sapiens,9606,Cholinesterases; ACHE & BCHE,ACHE
CHEMBL2096618,Homo sapiens,9606,Bcr/Abl fusion protein,ABL1
CHEMBL2096618,Homo sapiens,9606,Bcr/Abl fusion protein,BCR
CHEMBL2096662,Homo sapiens,9606,Serotonin 2 receptors; 5-HT2a & 5-HT2c,HTR2A
CHEMBL2096662,Homo sapiens,9606,Serotonin 2 receptors; 5-HT2a & 5-HT2c,HTR2C
CHEMBL2096665,Homo sapiens,9606,Pyruvate dehydrogenase kinase,PDK2
CHEMBL2096665,Homo sapiens,9606,Pyruvate dehydrogenase kinase,PDK3
CHEMBL2096665,Homo sapiens,9606,Pyruvate dehydrogenase kinase,PDK4
CHEMBL2096665,Homo sapiens,9606,Pyruvate dehydrogenase kinase,PDK1
CHEMBL2096667,Homo sapiens,9606,"c-Jun N-terminal kinase, JNK",MAPK8
CHEMBL2096667,Homo sapiens,9606,"c-Jun N-terminal kinase, JNK",MAPK10
CHEMBL2096667,Homo sapiens,9606,"c-Jun N-terminal kinase, JNK",MAPK9
CHEMBL2096668,Homo sapiens,9606,Alcohol dehydrogenase,ADH1A
CHEMBL2096668,Homo sapiens,9606,Alcohol dehydrogenase,ADH4
CHEMBL2096668,Homo sapiens,9606,Alcohol dehydrogenase,ADH1B
CHEMBL2096668,Homo sapiens,9606,Alcohol dehydrogenase,ADH1C
CHEMBL2096668,Homo sapiens,9606,Alcohol dehydrogenase,ADH7
CHEMBL2096668,Homo sapiens,9606,Alcohol dehydrogenase,ADH5
CHEMBL2096668,Homo sapiens,9606,Alcohol dehydrogenase,ADH6
CHEMBL2096670,Homo sapiens,9606,Glutamate receptor ionotropic AMPA,GRIA4
CHEMBL2096670,Homo sapiens,9606,Glutamate receptor ionotropic AMPA,GRIA3
CHEMBL2096670,Homo sapiens,9606,Glutamate receptor ionotropic AMPA,GRIA2
CHEMBL2096670,Homo sapiens,9606,Glutamate receptor ionotropic AMPA,GRIA1
CHEMBL2096675,Homo sapiens,9606,Integrin alpha-V/beta-5,ITGAV
CHEMBL2096675,Homo sapiens,9606,Integrin alpha-V/beta-5,ITGB5
CHEMBL2096678,Homo sapiens,9606,"Endothelin receptor, ET-A/ET-B",EDNRB
CHEMBL2096678,Homo sapiens,9606,"Endothelin receptor, ET-A/ET-B",EDNRA
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR1F
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR2B
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR4
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR1B
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR3A
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR1A
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR1D
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR2A
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR2C
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR1E
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR7
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR6
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR5A
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR3E
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR3B
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR3D
CHEMBL2096904,Homo sapiens,9606,Serotonin (5-HT) receptor,HTR3C
CHEMBL2096905,Homo sapiens,9606,Dopamine receptor,DRD2
CHEMBL2096905,Homo sapiens,9606,Dopamine receptor,DRD3
CHEMBL2096905,Homo sapiens,9606,Dopamine receptor,DRD5
CHEMBL2096905,Homo sapiens,9606,Dopamine receptor,DRD4
CHEMBL2096905,Homo sapiens,9606,Dopamine receptor,DRD1
CHEMBL2096907,Homo sapiens,9606,"AMP-activated protein kinase, AMPK",PRKAA2
CHEMBL2096907,Homo sapiens,9606,"AMP-activated protein kinase, AMPK",PRKAB2
CHEMBL2096907,Homo sapiens,9606,"AMP-activated protein kinase, AMPK",PRKAG1
CHEMBL2096907,Homo sapiens,9606,"AMP-activated protein kinase, AMPK",PRKAG2
CHEMBL2096907,Homo sapiens,9606,"AMP-activated protein kinase, AMPK",PRKAB1
CHEMBL2096907,Homo sapiens,9606,"AMP-activated protein kinase, AMPK",PRKAA1
CHEMBL2096907,Homo sapiens,9606,"AMP-activated protein kinase, AMPK",PRKAG3
CHEMBL2096909,Homo sapiens,9606,"Interleukin-8 receptors, CXCR1/CXCR2",CXCR2
CHEMBL2096909,Homo sapiens,9606,"Interleukin-8 receptors, CXCR1/CXCR2",CXCR1
CHEMBL2096972,Homo sapiens,9606,"Sulfonylurea receptor 1, Kir6.2",KCNJ11
CHEMBL2096972,Homo sapiens,9606,"Sulfonylurea receptor 1, Kir6.2",ABCC8
CHEMBL2096990,Homo sapiens,9606,Monoamine transporters; Norepinephrine & dopamine,SLC6A3
CHEMBL2096990,Homo sapiens,9606,Monoamine transporters; Norepinephrine & dopamine,SLC6A2
CHEMBL2107836,Homo sapiens,9606,"Amiloride-sensitive sodium channel, ENaC",SCNN1A
CHEMBL2107836,Homo sapiens,9606,"Amiloride-sensitive sodium channel, ENaC",SCNN1B
CHEMBL2107836,Homo sapiens,9606,"Amiloride-sensitive sodium channel, ENaC",SCNN1G
CHEMBL2107838,Homo sapiens,9606,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1",RAMP1
CHEMBL2107838,Homo sapiens,9606,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1",CALCRL
CHEMBL2109237,Homo sapiens,9606,Neuronal acetylcholine receptor; alpha6/beta2,CHRNB2
CHEMBL2109237,Homo sapiens,9606,Neuronal acetylcholine receptor; alpha6/beta2,CHRNA6
CHEMBL2109238,Homo sapiens,9606,Neuronal acetylcholine receptor; alpha9/alpha10,CHRNA9
CHEMBL2109238,Homo sapiens,9606,Neuronal acetylcholine receptor; alpha9/alpha10,CHRNA10
CHEMBL2109241,Homo sapiens,9606,Glutamate receptor ionotropic kainate,GRIK1
CHEMBL2109241,Homo sapiens,9606,Glutamate receptor ionotropic kainate,GRIK5
CHEMBL2109241,Homo sapiens,9606,Glutamate receptor ionotropic kainate,GRIK4
CHEMBL2109241,Homo sapiens,9606,Glutamate receptor ionotropic kainate,GRIK2
CHEMBL2109241,Homo sapiens,9606,Glutamate receptor ionotropic kainate,GRIK3
CHEMBL2109244,Homo sapiens,9606,GABA-A receptor; agonist GABA site,GABRA1
CHEMBL2109244,Homo sapiens,9606,GABA-A receptor; agonist GABA site,GABRB2
CHEMBL2109244,Homo sapiens,9606,GABA-A receptor; agonist GABA site,GABRB3
CHEMBL2109244,Homo sapiens,9606,GABA-A receptor; agonist GABA site,GABRA4
CHEMBL2109244,Homo sapiens,9606,GABA-A receptor; agonist GABA site,GABRA3
CHEMBL2109244,Homo sapiens,9606,GABA-A receptor; agonist GABA site,GABRB1
CHEMBL2109244,Homo sapiens,9606,GABA-A receptor; agonist GABA site,GABRA2
CHEMBL2109244,Homo sapiens,9606,GABA-A receptor; agonist GABA site,GABRA5
CHEMBL2109244,Homo sapiens,9606,GABA-A receptor; agonist GABA site,GABRA6
CHEMBL2111189,Homo sapiens,9606,"Amylin receptor AMY1, CALCR/RAMP1",CALCR
CHEMBL2111189,Homo sapiens,9606,"Amylin receptor AMY1, CALCR/RAMP1",RAMP1
CHEMBL2111190,Homo sapiens,9606,Amylin receptor AMY3; CALCR/RAMP3,CALCR
CHEMBL2111190,Homo sapiens,9606,Amylin receptor AMY3; CALCR/RAMP3,RAMP3
CHEMBL2111289,Homo sapiens,9606,Dual specificity mitogen-activated protein kinase kinase; MEK1/2,MAP2K2
CHEMBL2111289,Homo sapiens,9606,Dual specificity mitogen-activated protein kinase kinase; MEK1/2,MAP2K1
CHEMBL2111411,Homo sapiens,9606,Phosphodiesterase 7,PDE7A
CHEMBL2111411,Homo sapiens,9606,Phosphodiesterase 7,PDE7B
CHEMBL2111416,Homo sapiens,9606,Integrin alpha-V/beta-6,ITGAV
CHEMBL2111416,Homo sapiens,9606,Integrin alpha-V/beta-6,ITGB6
CHEMBL2111424,Homo sapiens,9606,Coagulation factor IX and X,F9
CHEMBL2111424,Homo sapiens,9606,Coagulation factor IX and X,F10
CHEMBL2111436,Homo sapiens,9606,Somatostatin receptor,SSTR5
CHEMBL2111436,Homo sapiens,9606,Somatostatin receptor,SSTR2
CHEMBL2111436,Homo sapiens,9606,Somatostatin receptor,SSTR4
CHEMBL2111436,Homo sapiens,9606,Somatostatin receptor,SSTR1
CHEMBL2111436,Homo sapiens,9606,Somatostatin receptor,SSTR3
CHEMBL2111455,Homo sapiens,9606,CDK6/cyclin D1,CCND1
CHEMBL2111455,Homo sapiens,9606,CDK6/cyclin D1,CDK6
CHEMBL2111456,Homo sapiens,9606,Vasopressin V1 receptor,AVPR1A
CHEMBL2111456,Homo sapiens,9606,Vasopressin V1 receptor,AVPR1B
CHEMBL2111459,Homo sapiens,9606,Rho-associated protein kinase,ROCK2
CHEMBL2111459,Homo sapiens,9606,Rho-associated protein kinase,ROCK1
CHEMBL2111462,Homo sapiens,9606,Thyroid hormone receptor,THRA
