Drug,Targets
chlorthalidone,"['HSD17B1', 'SHBG', 'BPI', 'CA1', 'CTBP1', 'PGA4', 'MMP1', 'KDM1A', 'AKR1C4', 'KDM1A', 'NAA50', 'GIF', 'KDM1A', 'NUDT16', 'SNAI1', 'NME2', 'AKR1D1', 'ACOT13', 'SEPHS1', 'CA4', 'THRB', 'EGLN1', 'CA9', 'GIF', 'KDM7A', 'CD40LG', 'CA7', 'REN', 'MAPK10', 'PHF2', 'RNLS', 'HINT1', 'CYP7A1', 'PCNA', 'MED1', 'GLO1', 'TCEB2', 'HIST1H3H', 'NCOA1', 'NCOA1', 'CA12', 'NCOA2']"
fluorouracil,"['FABP5', 'ACADM', 'BPI', 'UAP1', 'PCTP', 'CTBP1', 'SOS1', 'GMDS', 'ADH1C', 'HSD17B4', 'DLD', 'UXS1', 'KDM1A', 'ADH5', 'GRHPR', 'KDM1A', 'CTBP2', 'ACADS', 'STK11', 'KDM1A', 'KDM1A', 'MAOB', 'SNAI1', 'MAOA', 'NME2', 'PNP', 'ADH4', 'UPP1', 'BTK', 'CAB39', 'EGFR', 'THRB', 'CD1D', 'UPP2', 'TXN', 'RNLS', 'PARP15', 'PCNA', 'DDR1', 'DHODH', 'PNP', 'PAK4']"
levothyroxine,"['MAPK12', 'GALE', 'BPI', 'TTR', 'AKR1C2', 'PROCR', 'AIFM1', 'AKT2', 'AKR1C3', 'CYB5R3', 'HSD11B1', 'HSD17B4', 'TCN2', 'CDK2', 'CDK2', 'SERPINA7', 'MAP3K5', 'SRC', 'TEK', 'GIF', 'SRC', 'KDM1A', 'STK25', 'RPS6KB1', 'NME2', 'AKR1D1', 'GSR', 'MAPKAPK3', 'MAPK11', 'THRB', 'CD1D', 'CD40LG', 'CDK16', 'DHRS4', 'ACVR1', 'LIMK1', 'PCNA', 'ALDOA', 'GSK3B', 'TTR', 'GSK3B', 'SYK']"
furosemide,"['NNT', 'ETFA', 'BPI', 'CA1', 'QDPR', 'AKR1C2', 'AIFM1', 'CTBP1', 'AKR1C3', 'CYB5R3', 'KCNAB2', 'AKR1B10', 'TCN2', 'KDM1A', 'GRHPR', 'CRYM', 'KDM1A', 'NAA50', 'GIF', 'KDM1A', 'SRPK2', 'KDM1A', 'MUT', 'SNAI1', 'NME2', 'EP300', 'GSR', 'CA4', 'THRB', 'CD1D', 'CA9', 'NMT1', 'GIF', 'CA7', 'DHRS4', 'RNLS', 'JAK2', 'PCNA', 'DDR1', 'CCNC', 'EIF2AK3', 'CA12']"
galantamine,"['NQO1', 'SULT2A1', 'BHMT', 'NMNAT3', 'ALDH2', 'PGA4', 'LSS', 'ZADH2', 'KDM1A', 'CES1', 'GIF', 'ECE2', 'PTGR1', 'SNAI1', 'EPHX2', 'NME2', 'EP300', 'COMT', 'NOS2', 'THRB', 'CD1D', 'EPHX2', 'GIF', 'GRM1', 'TAF10', 'TAF10', 'HDAC2', 'REN', 'CD1C', 'NF1', 'PEX5', 'MGAM', 'LTA4H', 'PCNA', 'DPP4', 'CHKA', 'FKBP5', 'FKBP4', 'CD1D', 'NCOA1', 'ATL1', 'CARM1']"
tacrolimus,"['FKBP1A', 'FKBP1B', 'ETFA', 'PCTP', 'PROCR', 'BHMT', 'NMNAT3', 'CD1A', 'FKBP3', 'PGA4', 'AKR1C3', 'AKR1C4', 'FKBP2', 'GIF', 'RTN4IP1', 'RBP4', 'PTGR1', 'WIF1', 'TLR1', 'PDE10A', 'NME2', 'EP300', 'RBP4', 'THRB', 'CD1D', 'NMT1', 'REN', 'CD40LG', 'PANK3', 'CYP3A4', 'REN', 'NF1', 'NF1', 'CD1B', 'TNKS', 'PCNA', 'FKBP5', 'FKBP4', 'CD1D', 'LY96', 'ATAT1', 'SMO']"
isoniazid,"['LDHB', 'RAN', 'SOS1', 'ARHGAP1', 'NME1', 'RASA1', 'RAB21', 'DLD', 'BDH2', 'AK4', 'WASL', 'RAB6B', 'RAB6A', 'RAB5B', 'CRYM', 'FBL', 'TK1', 'GIF', 'UGDH', 'MTRR', 'ARHGEF25', 'HRAS', 'PUS10', 'WASL', 'MUT', 'NME2', 'RAB6A', 'GSR', 'CRYL1', 'THRB', 'RAP1A', 'DNM3', 'BIRC2', 'KHK', 'TGFBR1', 'GFER', 'PCNA', 'RAB6A', 'HRAS', 'CCNC', 'RAB1A', 'RNASEL']"
varenicline,"['GSK3B', 'PCTP', 'BHMT', 'PGA4', 'ACAD8', 'CYB5R3', 'PRKCQ', 'AKR1B10', 'TCN2', 'COL4A3BP', 'ABL1', 'APOD', 'KDM1A', 'ALDH7A1', 'TP53I3', 'GIF', 'RBP2', 'KDM1A', 'SNAI1', 'MAOA', 'TLR1', 'NME2', 'VLDLR', 'NOS2', 'BTK', 'THRB', 'REN', 'SIRT6', 'REN', 'NF1', 'SIRT6', 'RNLS', 'BMX', 'CDC42BPB', 'JAK2', 'PCNA', 'SNRPD3', 'TCEB2', 'TCEB2', 'CDKL5', 'AKT1', 'MLST8']"
darunavir,"['MAPK12', 'GALE', 'GSK3B', 'PGA4', 'MAP2K2', 'KIT', 'TK1', 'CBR1', 'SPR', 'HSD17B4', 'UXS1', 'MDH2', 'XDH', 'PHGDH', 'GRHPR', 'CBR3', 'HSD17B10', 'TK1', 'PFN1', 'HSD17B8', 'SRC', 'MUT', 'STK25', 'RUVBL1', 'MAPK1', 'RPS6KB1', 'NME2', 'ACSS1', 'EGFR', 'THRB', 'ERBB3', 'HSDL2', 'TXN', 'JAK2', 'PARP15', 'PCNA', 'GSK3B', 'DECR2', 'STK32A', 'MAPK1', 'MAP2K2', 'PEA15']"
indinavir,"['MAPK12', 'BPI', 'GSK3B', 'DCXR', 'PGA4', 'CBR1', 'SPR', 'UXS1', 'MDH2', 'PDK4', 'PHGDH', 'GRHPR', 'METTL16', 'CBR3', 'HSD17B10', 'CTBP2', 'TK1', 'GPD1L', 'SGK1', 'SRC', 'MUT', 'MAPK1', 'RPS6KB1', 'NME2', 'TPX2', 'ACSS1', 'MAPK11', 'EGFR', 'THRB', 'REN', 'ERBB3', 'HSDL2', 'EGFR', 'REN', 'JAK2', 'PARP15', 'PCNA', 'GSK3B', 'DECR2', 'MAPK1', 'MAP2K2', 'PEA15']"
ribavirin,"['GALE', 'RAN', 'RAN', 'AKT2', 'RAN', 'ROCK1', 'CTSG', 'DHRS11', 'PRKCQ', 'HSD17B4', 'DLD', 'TCN2', 'GMPR', 'KDM1A', 'XDH', 'GRHPR', 'RAB11FIP3', 'HAO1', 'TK1', 'MTRR', 'RTN4IP1', 'NMRAL1', 'IPO13', 'KDM1A', 'RUVBL1', 'PTGR1', 'SNAI1', 'RPS6KB1', 'NME2', 'SYTL2', 'ACSS1', 'THRB', 'CD1D', 'REN', 'GIF', 'ARHGEF11', 'DHRS4', 'RND1', 'TXN', 'RNLS', 'DLD', 'PCNA']"
imipenem,"['HSD17B1', 'NNT', 'ACADM', 'GALE', 'DCXR', 'ACAD8', 'RILP', 'HSD17B4', 'DLD', 'UXS1', 'ZADH2', 'PLCE1', 'PDK4', 'RAB6B', 'RAB11FIP2', 'HIBADH', 'TP53I3', 'GPD1L', 'ACADS', 'NMRAL1', 'MUT', 'PTGR1', 'PTGR2', 'NME2', 'RAB6A', 'SYTL2', 'GSR', 'THRB', 'SIRT6', 'HSDL2', 'PANK3', 'RAB1B', 'DHRS4', 'RHEBL1', 'SIRT6', 'HIST1H3H', 'DLD', 'PANK1', 'RAB11FIP2', 'PCNA', 'DHODH', 'HIST1H3H']"
mefenamic acid,"['GALE', 'FABP7', 'AKR1C2', 'PROCR', 'SEC14L2', 'CD1A', 'AKR1C3', 'CYB5R3', 'AKR1B1', 'HSD11B1', 'KCNAB2', 'AKR1B10', 'GALK2', 'UXS1', 'TCN2', 'AKR7A2', 'SERPINA7', 'AKR7A3', 'KDM1A', 'AKR1C4', 'KDM1A', 'GIF', 'TLR1', 'NME2', 'EP300', 'AKR1D1', 'GSR', 'CRYL1', 'THRB', 'CD1D', 'NMT1', 'GIF', 'NCOA2', 'DHRS4', 'NF1', 'NF1', 'DLD', 'GLTP', 'MMACHC', 'PCNA', 'CD1D', 'ATAT1']"
amprenavir,"['DCXR', 'PGA4', 'MAP2K2', 'CBR1', 'SPR', 'HSD17B4', 'UXS1', 'MDH2', 'XDH', 'PHGDH', 'GRHPR', 'CBR3', 'HSD17B10', 'TK1', 'PFN1', 'SRC', 'RTN4IP1', 'MUT', 'STK25', 'MAPK1', 'CHEK2', 'RPS6KB1', 'NME2', 'TPX2', 'ACSS1', 'MAPK11', 'EGFR', 'THRB', 'REN', 'HSDL2', 'REN', 'TXN', 'MAPK1', 'JAK2', 'PARP15', 'PCNA', 'GSK3B', 'DECR2', 'STK32A', 'MAPK1', 'MAP2K2', 'PEA15']"
hydroxyurea,"['METAP2', 'CA1', 'AKR1C2', 'CTBP1', 'PGA4', 'AKR1C3', 'DCPS', 'ACE', 'METAP2', 'AKR1B10', 'UXS1', 'KDM1A', 'COL4A3BP', 'KDM1A', 'GPD1L', 'KDM1A', 'MINA', 'NUDT16', 'KDM6B', 'TNKS2', 'SNAI1', 'KDM2A', 'NME2', 'AKR1D1', 'VLDLR', 'CRYL1', 'CA4', 'EGLN1', 'CD1D', 'THAP4', 'CA9', 'REN', 'CD40LG', 'CA7', 'RNLS', 'HINT1', 'PCNA', 'UTY', 'KDM6B', 'KDM8', 'CA12', 'EPRS']"
nicotine,"['BPI', 'PCTP', 'PROCR', 'NCOA1', 'NMNAT3', 'ALDH2', 'CD1A', 'TTPA', 'CYP2C9', 'UXS1', 'TCN2', 'ALDH7A1', 'CYP2C8', 'GIF', 'KDM1A', 'MUT', 'SNAI1', 'MAOA', 'TLR1', 'NME2', 'CYP2R1', 'NOS2', 'THRB', 'CD1D', 'CYP2B6', 'GIF', 'CYP46A1', 'PANK3', 'CYP3A4', 'CD1C', 'NF1', 'RNLS', 'CYP17A1', 'CD1B', 'CYP2D6', 'NCOA2', 'NCOA2', 'PCNA', 'MED1', 'NCOA1', 'CD1D', 'CYP1A1']"
dexrazoxane,"['NQO1', 'GALE', 'AKR1C2', 'PFKFB1', 'PROCR', 'CASP3', 'RNASEL', 'TOP2A', 'AKR7A2', 'AKR7A3', 'NCOA1', 'FNTB', 'NNMT', 'TP53I3', 'GIF', 'SUV39H2', 'EDC3', 'HMGCS2', 'ERO1A', 'PTGIS', 'NME2', 'DCPS', 'THRB', 'CD1D', 'HSDL2', 'TAF10', 'ACE', 'DHRS4', 'SMYD3', 'RELA', 'MMACHC', 'MMACHC', 'OGT', 'PCNA', 'F2R', 'DHODH', 'TMEM173', 'TMEM173', 'NQO2', 'NCOA2', 'NCOA1', 'OGT']"
dasatinib,"['CSK', 'EPHA2', 'LCK', 'KIT', 'ZAP70', 'WEE1', 'SRC', 'FYN', 'ABL1', 'SRC', 'ABL1', 'RET', 'STK10', 'IRAK4', 'TEK', 'ERBB4', 'SRC', 'EPHB4', 'STK25', 'LYN', 'NME2', 'FES', 'TPX2', 'BTK', 'MAPK11', 'ABL2', 'FLT1', 'CSF1R', 'EGFR', 'EGFR', 'ERBB2', 'FGFR1', 'LIMK1', 'BMX', 'FGFR1', 'TGFBR1', 'JAK2', 'NTRK3', 'PCNA', 'TYK2', 'DDR1', 'ITK']"
dobutamine,"['HSD17B1', 'NMNAT1', 'HMOX1', 'CD1A', 'PGR', 'NR1H2', 'LSS', 'NCOA1', 'TCN2', 'HPGD', 'PDE5A', 'GIF', 'HBB', 'TLR1', 'ERO1A', 'NME2', 'ADORA2A', 'THRB', 'CD1D', 'RORC', 'DHRS4', 'NCOA1', 'EPHX2', 'NCOA1', 'HRH1', 'GLTP', 'PANK1', 'ADRB2', 'CD1B', 'CTNNB1', 'GFER', 'CHRM2', 'NCOA2', 'PPARA', 'NCOA1', 'F2R', 'OPRK1', 'NCOA1', 'OPRL1', 'CD1D', 'HTR1B', 'HTR2B']"
chlorzoxazone,"['HSD17B1', 'BPI', 'NMNAT1', 'PROCR', 'AKT2', 'AKT2', 'ACAD8', 'UXS1', 'GMPR2', 'STK10', 'GIF', 'AKT2', 'HMGCS2', 'MAOB', 'AKT2', 'MYH14', 'MAOA', 'PTGR2', 'NME2', 'VLDLR', 'TPX2', 'NOS2', 'THRB', 'CD1D', 'GIF', 'PIK3C3', 'CYP46A1', 'VRK1', 'EGFR', 'TXN', 'FGFR1', 'DLD', 'CD1B', 'FGFR1', 'JAK2', 'PCNA', 'DDR1', 'PIK3CG', 'GSK3B', 'MAPK13', 'MEN1', 'ITK']"
dorzolamide,"['HSD17B1', 'CA1', 'AKR1C2', 'CD1A', 'AKR1C3', 'DCPS', 'AKR1B1', 'AKR1B10', 'UXS1', 'TCN2', 'KDM1A', 'COL4A3BP', 'CRYM', 'KDM1A', 'GIF', 'ITPK1', 'RBP2', 'NMRAL1', 'KDM1A', 'APOM', 'NME2', 'AKR1D1', 'ACOT13', 'CA4', 'THRB', 'CD1D', 'CA9', 'REN', 'GIF', 'PANK3', 'CA7', 'DHRS4', 'REN', 'RNLS', 'HINT1', 'CYP7A1', 'PCNA', 'TCEB2', 'HIST1H3H', 'OGT', 'OGT', 'CA12']"
acarbose,"['PCTP', 'CTBP1', 'NMNAT3', 'SOS1', 'ALDH2', 'PGA4', 'GMDS', 'AKR1B1', 'AKR1B10', 'TCN2', 'G6PD', 'GALNT2', 'CRYM', 'CTBP2', 'TK1', 'GPD1L', 'GIF', 'MAVS', 'KDM1A', 'KDM1A', 'MUT', 'NME2', 'FOLH1', 'THRB', 'CD1D', 'SIRT6', 'HIST1H3H', 'GIF', 'MGAM', 'SI', 'PANK3', 'AGER', 'SIRT6', 'PXN', 'RNLS', 'MGAM', 'AIM2', 'PCNA', 'DPP4', 'CD1D', 'RNASEL', 'MMP9']"
leucovorin,"['GALE', 'FABP7', 'AKR1C2', 'NMNAT3', 'SOS1', 'AKT2', 'DCXR', 'AKR1C3', 'AKR1B1', 'TK1', 'METAP2', 'DIMT1', 'KCNAB2', 'AKR1B10', 'TCN2', 'AKR7A3', 'MDH2', 'KDM1A', 'AKR1C4', 'KDM1A', 'TK1', 'GIF', 'RBP4', 'KDM1A', 'KDM1A', 'MUT', 'RUVBL1', 'SNAI1', 'TLR1', 'NME2', 'EP300', 'AKR1D1', 'THRB', 'CD1D', 'SIRT6', 'GIF', 'HSDL2', 'PANK3', 'RNLS', 'JAK2', 'PCNA', 'THEM4']"
sunitinib,"['CSK', 'GSK3B', 'EPHA2', 'LCK', 'ZAP70', 'CDK7', 'CDK5R1', 'SRC', 'CDK2', 'CDK2', 'IRAK4', 'ERBB4', 'SRC', 'DMPK', 'EPHB4', 'STK25', 'PHKG2', 'MAPK1', 'RPS6KB1', 'MAP2K4', 'NME2', 'CAMK2B', 'FES', 'CASK', 'MAP3K9', 'MAP2K1', 'BTK', 'EGFR', 'DYRK2', 'EGFR', 'EGFR', 'JAK2', 'GRK2', 'PCNA', 'DDR1', 'MAP2K1', 'NTRK1', 'DYRK1A', 'MELK', 'SYK', 'ITK', 'PTK2']"
lamivudine,"['MPO', 'GSTA1', 'HMOX1', 'NMNAT3', 'DCK', 'MME', 'ACAD8', 'SPR', 'DCK', 'NTMT1', 'BLVRA', 'DGUOK', 'RTN4IP1', 'NMRAL1', 'HMGCS2', 'MUT', 'RRP8', 'ERO1A', 'NME2', 'GSR', 'DDX52', 'PDE9A', 'NCOA1', 'THRB', 'CD1D', 'LCMT1', 'GSTA4', 'GIF', 'CYP46A1', 'NCOA2', 'TXN', 'NCOA1', 'NCOA1', 'BCL2L1', 'S1PR1', 'NCOA1', 'PCNA', 'BCL2L1', 'NR0B2', 'OPRL1', 'HIST1H4I', 'HTR2B']"
diflunisal,"['TTR', 'GSK3B', 'PCTP', 'PNPO', 'AKT2', 'AKT2', 'ZAP70', 'HSD11B1', 'AKR1B10', 'SRC', 'FYN', 'CSF1R', 'NAA50', 'GAD2', 'TEK', 'ERBB4', 'SRC', 'AKT2', 'FGFR2', 'THRB', 'RPS6KA5', 'CD40LG', 'RAB1B', 'PKIA', 'ERN1', 'EGFR', 'ERBB2', 'ACVR1', 'LIMK1', 'PANK1', 'MAPK10', 'FABP1', 'PCNA', 'ALDOA', 'PDPK1', 'TTR', 'RAB6A', 'GSK3B', 'SYK', 'JAK2', 'EIF2AK3', 'THEM4']"
isoflurane,"['BPI', 'DHFR', 'PROCR', 'SEC14L2', 'TTPA', 'CYB5R3', 'PITPNA', 'HTATIP2', 'ESRRG', 'COL4A3BP', 'NAA50', 'KAT5', 'HMGCS1', 'HMGCS2', 'MUT', 'NCOA2', 'NME2', 'EP300', 'GSR', 'BTK', 'MAPK11', 'THRB', 'CD1D', 'GIF', 'PANK3', 'NF1', 'NF1', 'TXN', 'PANK1', 'BCL2L1', 'CD1B', 'NTRK3', 'PCNA', 'DDR1', 'NR0B2', 'CD1D', 'MAPK13', 'CCNC', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1']"
tolmetin,"['FKBP1A', 'NQO1', 'AKR1C2', 'SULT2A1', 'BHMT', 'NMNAT3', 'CD1A', 'ACAD8', 'AKR1C3', 'AKR1B1', 'CHIT1', 'KCNAB2', 'AKR1B10', 'AKR7A2', 'ZADH2', 'GSTM2', 'AKR7A3', 'KDM1A', 'AKR1C4', 'KDM1A', 'GIF', 'TGM2', 'SUV39H2', 'KDM1A', 'MINA', 'SNAI1', 'NME2', 'AKR1D1', 'TGS1', 'THRB', 'CD1D', 'GIF', 'PANK3', 'NF1', 'NCOA1', 'PCNA', 'MED1', 'DPP4', 'FKBP4', 'CD1D', 'NCOA1', 'NCOA2', 'NCOA2']"
topiramate,"['METAP2', 'GALE', 'HIF1AN', 'CA1', 'AKR1C2', 'PROCR', 'CD1A', 'AKR1B1', 'METAP2', 'AKR1B10', 'UXS1', 'GALNT2', 'AKR1C4', 'KDM1A', 'GIF', 'ITPK1', 'NMRAL1', 'KDM1A', 'MINA', 'SNAI1', 'AOC3', 'NME2', 'EP300', 'ACOT13', 'CA4', 'AOC1', 'EGLN1', 'CD1D', 'CA9', 'GIF', 'CD40LG', 'CA7', 'ACE', 'CD1C', 'RNLS', 'OGT', 'PCNA', 'CD1D', 'TBK1', 'OGT', 'CA12', 'EPRS']"
idarubicin,"['NNT', 'CHIT1', 'NMNAT1', 'NMNAT3', 'AKT2', 'RABEP1', 'NME1', 'CHIT1', 'RNASEL', 'RAB18', 'DLD', 'NUDT5', 'KDM1A', 'KDM1A', 'GIF', 'UGDH', 'MAVS', 'KDM1A', 'STK25', 'SNAI1', 'NME2', 'EP300', 'AKR1D1', 'COMT', 'NOS2', 'MEPCE', 'CFTR', 'THRB', 'GIF', 'RAP1A', 'HSPA5', 'PANK3', 'CYP3A4', 'AGER', 'RNLS', 'DLD', 'CYP2D6', 'PCNA', 'FKBP4', 'CD1D', 'THEM4', 'MMP9']"
hydralazine,"['GALE', 'FABP7', 'PROCR', 'BHMT', 'CD1A', 'UROD', 'LSS', 'UXS1', 'NCOA1', 'METTL16', 'NAT1', 'ACADSB', 'STK11', 'HMGCS2', 'TLR1', 'MED1', 'NME2', 'CYP2R1', 'NCOA1', 'RBP4', 'THRB', 'CD1D', 'CYP3A4', 'BRAF', 'CD1C', 'ERBB2', 'NCOA1', 'NCOA1', 'PPARGC1B', 'SMYD2', 'TP53', 'NCOA2', 'CYP7A1', 'PPARG', 'PCNA', 'DHODH', 'PIK3R1', 'KAT8', 'CD1D', 'OGT', 'NCOA2', 'HTR1B']"
aminocaproic acid,"['GALE', 'PCTP', 'PROCR', 'NMNAT3', 'GCDH', 'PITPNA', 'CHIT1', 'HSD17B4', 'UXS1', 'CRYM', 'TP53I3', 'ACADSB', 'HSD17B10', 'TK1', 'GPD1L', 'GIF', 'MAVS', 'MUT', 'TLR1', 'NME2', 'EP300', 'AKR1D1', 'THRB', 'CD1D', 'HIST1H3H', 'GIF', 'PNMT', 'HSDL2', 'PANK3', 'RAMP1', 'NCOA2', 'RNLS', 'DLD', 'MMACHC', 'AIM2', 'PCNA', 'MED1', 'CD1D', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2']"
voriconazole,"['ACADM', 'TRDMT1', 'HNF4G', 'CYP2C9', 'ACAD8', 'KCNAB2', 'TCN2', 'AK1', 'AKR1C4', 'ALDH7A1', 'CYP2C8', 'CETP', 'KDM1A', 'KDM1A', 'PTGR1', 'SNAI1', 'MAOA', 'NME2', 'ADH4', 'CYP2R1', 'THRB', 'RRM1', 'CYP2B6', 'CYP46A1', 'CYP11A1', 'CYP11A1', 'CYP3A4', 'CYP1B1', 'GLTP', 'CYP19A1', 'CYP17A1', 'CYP2D6', 'CTNNB1', 'PCNA', 'MED1', 'NR0B2', 'CYP11B2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'CYP1A1']"
nevirapine,"['METAP2', 'BPI', 'AKR1C2', 'PCTP', 'PROCR', 'NMNAT3', 'ALDH2', 'FKBP3', 'PGA4', 'ACAD8', 'AKR1C3', 'AKR1B1', 'METAP2', 'AKR1B10', 'TCN2', 'F7', 'AKR7A3', 'AKR1C4', 'APOD', 'IGHG1', 'GIF', 'MINA', 'TLR1', 'NME2', 'EP300', 'ACSM2A', 'NOS2', 'TGS1', 'CD1D', 'MTHFS', 'REN', 'F10', 'GIF', 'CDK16', 'REN', 'NF1', 'NF1', 'RNLS', 'RELA', 'MMACHC', 'PCNA', 'CD1D']"
sorafenib,"['MAPK12', 'AKT2', 'CDK2', 'KIT', 'CDK2', 'STK10', 'TEK', 'SRC', 'DMPK', 'STK25', 'MAPK1', 'ALK', 'NME2', 'CAMK2B', 'MET', 'TPX2', 'BTK', 'MAPK11', 'THRB', 'FLT1', 'EGFR', 'CSNK2A1', 'EGFR', 'ERBB2', 'FGFR1', 'FGFR1', 'JAK2', 'NTRK3', 'KDR', 'PCNA', 'KDR', 'DDR1', 'KDR', 'GSK3B', 'MELK', 'RPS6KA3', 'GSK3B', 'MAPK13', 'CCNC', 'EIF2AK3', 'MAP2K2', 'RIPK1']"
sertraline,"['ADH7', 'MPO', 'GALE', 'HMOX1', 'SEC14L2', 'CD1A', 'TRAPPC3', 'NR1H2', 'DHRS11', 'SPR', 'HSD17B4', 'DLD', 'UXS1', 'TCN2', 'HTATIP2', 'IDO1', 'MUT', 'NME2', 'CYP2R1', 'NCOA1', 'THRB', 'CD1D', 'NCOA1', 'NCOA2', 'GIF', 'AR', 'DHRS4', 'GLTP', 'PPARGC1B', 'BCL2L1', 'CD1B', 'NCOA2', 'S1PR1', 'PPARG', 'PCNA', 'PIK3R1', 'BCL2L1', 'NCOA1', 'CD1D', 'NCOA1', 'HTR1B', 'HTR2B']"
tetracycline,"['NQO1', 'NMNAT1', 'PROCR', 'DCXR', 'CYP2C9', 'HBD', 'DHRS11', 'HSD11B1', 'APAF1', 'BDH2', 'NSUN5', 'PDK2', 'RUVBL1', 'AK2', 'IDO1', 'CRYM', 'PYCR1', 'CYP2C8', 'NCOA2', 'GIF', 'ARHGEF25', 'ACBD4', 'ERO1A', 'NME2', 'CYP2R1', 'GSR', 'THRB', 'SRXN1', 'GIF', 'NCOA2', 'NCOA2', 'MMACHC', 'MMACHC', 'PPARD', 'CTNNB1', 'PCNA', 'MED1', 'PIK3R1', 'NCOA2', 'NCOA1', 'NCOA2', 'HTR1B']"
acetaminophen,"['NQO1', 'PROCR', 'SEC14L2', 'ACAD8', 'TRAPPC3', 'KAT2A', 'SPR', 'TCN2', 'HTATIP2', 'PDK2', 'HSD17B10', 'GIF', 'MUT', 'TLR1', 'NME2', 'THRB', 'CD1D', 'GSTA4', 'NCOA2', 'CYP46A1', 'CYCS', 'HIST1H4I', 'BRD2', 'CREBBP', 'TXN', 'HIST1H4I', 'BRD3', 'CD1B', 'FASN', 'BRD4', 'SMARCA4', 'HIST1H4I', 'PCNA', 'F2R', 'BRD2', 'BRD4', 'NCOA2', 'OPRL1', 'CD1D', 'BRDT', 'HTR1B', 'BAZ2B']"
pentoxifylline,"['GALE', 'CHIT1', 'NMNAT1', 'PCTP', 'CTBP1', 'NMNAT3', 'CHIT1', 'DLD', 'KDM1A', 'KDM1A', 'CTBP2', 'GPD1L', 'GIF', 'MTRR', 'MAVS', 'RTN4IP1', 'KDM1A', 'MUT', 'MAOA', 'TLR1', 'NME2', 'EP300', 'GSR', 'NOS2', 'CHIA', 'THRB', 'CD1D', 'MTHFS', 'SIRT6', 'GIF', 'UCN3', 'AGER', 'MPZ', 'DLD', 'MMACHC', 'MGAM', 'AIM2', 'PCNA', 'DDR1', 'AKT1', 'GSK3B', 'CD1D']"
edrophonium,"['NQO1', 'DPEP1', 'SULT2A1', 'BHMT', 'NMNAT3', 'ALDH2', 'PGA4', 'LSS', 'DLD', 'CES1', 'NNMT', 'ALDH7A1', 'ACADSB', 'HAO1', 'GIF', 'ECE2', 'KDM1A', 'SNAI1', 'EPHX2', 'NME2', 'EP300', 'TAT', 'KYAT1', 'EPHX2', 'REN', 'GIF', 'HDAC2', 'NCOA2', 'REN', 'EPHX2', 'NF1', 'PEX5', 'DLD', 'MGAM', 'PCNA', 'DPP4', 'FKBP5', 'HIST1H3H', 'NCOA1', 'NCOA1', 'RNASEL', 'CARM1']"
gefitinib,"['LCK', 'MAP2K2', 'ABL1', 'SRC', 'ABL1', 'IRAK4', 'ERBB4', 'SRC', 'EPHB4', 'CHEK2', 'RPS6KB1', 'MAP2K4', 'ALK', 'NME2', 'FES', 'TPX2', 'MAP2K1', 'MAPKAPK3', 'MAP2K6', 'PAK1', 'BTK', 'STK26', 'EGFR', 'THRB', 'JAK3', 'EGFR', 'PKIA', 'EGFR', 'ERBB2', 'FGFR1', 'JAK2', 'PCNA', 'DDR1', 'MAP2K1', 'TBK1', 'MAPK13', 'CAMK1', 'SYK', 'SYK', 'MAPK1', 'ITK', 'PTK2']"
diphenhydramine,"['FKBP1A', 'BPI', 'HNMT', 'PROCR', 'NCOA1', 'CD1A', 'INMT', 'HTATIP2', 'TPMT', 'COL4A3BP', 'NNMT', 'GIF', 'TLR1', 'RRP8', 'NME2', 'GSR', 'CHKA', 'THRB', 'CD1D', 'EPHX2', 'NCOA1', 'SIRT6', 'PNMT', 'PANK3', 'NCOA2', 'NCOA1', 'NCOA1', 'NF1', 'NF1', 'GLTP', 'PANK1', 'BCL2L1', 'FASN', 'CYP7A1', 'PCNA', 'MED1', 'BRD2', 'CHKA', 'OPRL1', 'CD1D', 'SIRT1', 'HTR1B']"
dronabinol,"['METAP2', 'GALE', 'BPI', 'IGHG1', 'IGHG1', 'PCTP', 'CD1A', 'PGA4', 'GCDH', 'LCN2', 'KCNAB2', 'AKR1B10', 'TCN2', 'COL4A3BP', 'EGLN1', 'APOD', 'KDM1A', 'GIF', 'ACADVL', 'KDM1A', 'MAOB', 'F10', 'MAOA', 'NME2', 'RBP4', 'EGLN1', 'CD1D', 'NMT1', 'REN', 'GIF', 'CD40LG', 'REN', 'CD1C', 'NF1', 'NF1', 'RNLS', 'IGHV3-23', 'PCNA', 'DHODH', 'FKBP4', 'CD1D', 'LY96']"
lisinopril,"['GALE', 'MMP1', 'PROCR', 'CD1A', 'MME', 'ACE2', 'ACAD8', 'GMDS', 'ACE', 'TOP2A', 'HAO1', 'ADAMTS5', 'MAVS', 'MUT', 'ERAP1', 'VDR', 'NME2', 'EP300', 'COMT', 'GSR', 'ECE1', 'THRB', 'CD1D', 'ACE', 'AGER', 'OGT', 'PXN', 'BCL2L1', 'OGT', 'FASN', 'LTA4H', 'PCNA', 'MED1', 'KNG1', 'KNG1', 'CD1D', 'NCOA2', 'ANPEP', 'RNASEL', 'OGT', 'OGT', 'OGT']"
